epoch,train_loss,val_loss,lr
1,0.210245,0.281358,0.0001
2,0.154628,0.341542,0.0001
3,0.126536,0.386035,0.0001
4,0.111474,0.423936,0.0001
5,0.101698,0.464804,0.0001
