epoch,train_loss,val_loss,lr
1,0.259144,0.301938,0.0001
2,0.248328,0.261516,0.0001
3,0.227626,0.192959,0.0001
4,0.20312,0.183423,0.0001
5,0.194246,0.180936,0.0001
6,0.18821,0.178063,0.0001
7,0.183808,0.183896,0.0001
8,0.180492,0.185777,0.0001
9,0.177237,0.180609,0.0001
10,0.174538,0.178547,0.0001
11,0.173902,0.18236,0.0001
12,0.170276,0.183997,5e-05
13,0.167489,0.185426,5e-05
14,0.166412,0.185044,5e-05
15,0.164727,0.183809,5e-05
