epoch,train_loss,val_loss,lr
1,6.733238,6.930711,0.0001
2,6.92208,6.931113,0.0001
3,6.931082,6.932117,0.0001
4,6.932441,6.932324,0.0001
5,6.929251,6.934892,0.0001
