epoch,train_loss,val_loss,lr
1,0.25677,0.29049,0.0001
2,0.240862,0.196304,0.0001
3,0.197561,0.181699,0.0001
4,0.178849,0.184272,0.0001
5,0.171195,0.186386,0.0001
6,0.163889,0.187015,0.0001
7,0.154233,0.193687,0.0001
8,0.147394,0.201617,0.0001
9,0.142524,0.205812,5e-05
10,0.130642,0.206135,5e-05
11,0.123476,0.209648,5e-05
12,0.121099,0.218079,5e-05
13,0.115163,0.219839,5e-05
14,0.112168,0.234265,5e-05
15,0.107954,0.231205,2.5e-05
