epoch,train_loss,val_loss,lr
1,0.181705,0.179419,0.0001
2,0.114704,0.150757,0.0001
3,0.082538,0.156519,0.0001
4,0.061474,0.188927,0.0001
5,0.050263,0.177476,0.0001
