epoch,train_loss,val_loss,lr
1,4.154143,2.099637,0.0001
2,4.122323,2.10147,0.0001
3,4.102079,2.104972,0.0001
4,4.084361,2.111939,0.0001
5,4.070866,2.113458,5e-05
6,4.050323,2.108178,5e-05
7,4.04136,2.118848,5e-05
8,4.029459,2.109507,5e-05
9,4.018545,2.119826,2.5e-05
10,3.997998,2.122475,2.5e-05
11,3.986455,2.127114,2.5e-05
12,3.971727,2.146577,2.5e-05
13,3.963911,2.141499,1.25e-05
14,3.946561,2.144587,1.25e-05
15,3.937008,2.155405,1.25e-05
