epoch,train_loss,val_loss,lr
1,0.117577,0.263962,0.0001
2,0.079325,0.310916,0.0001
3,0.064907,0.373597,0.0001
4,0.056501,0.417805,0.0001
5,0.051102,0.46723,0.0001
