epoch,train_loss,val_loss,lr
1,0.230302,0.232219,0.0001
2,0.203644,0.233589,0.0001
3,0.18071,0.246552,0.0001
4,0.163053,0.265051,0.0001
5,0.149027,0.281411,0.0001
