epoch,train_loss,val_loss,lr
1,4.882231,4.859184,2e-05
2,4.860751,4.859436,2e-05
3,4.860074,4.859554,2e-05
4,4.860068,4.859625,2e-05
5,4.859862,4.859664,2e-05
