epoch,train_loss,val_loss,lr
1,0.249358,0.274913,0.0001
2,0.245051,0.276063,0.0001
3,0.243964,0.272631,0.0001
4,0.242394,0.261985,0.0001
5,0.242529,0.267841,0.0001
6,0.242606,0.266019,0.0001
7,0.241778,0.264691,0.0001
8,0.241379,0.263215,0.0001
9,0.240628,0.268607,0.0001
10,0.240497,0.259923,0.0001
11,0.239762,0.263728,0.0001
12,0.240051,0.2658,0.0001
13,0.238598,0.26102,0.0001
14,0.238785,0.260506,0.0001
15,0.237673,0.262319,0.0001
