epoch,train_loss,val_loss,lr
1,0.253963,0.333516,0.0001
2,0.252765,0.33021,0.0001
3,0.252034,0.334731,0.0001
4,0.251407,0.32086,0.0001
5,0.249739,0.300174,0.0001
6,0.24789,0.298905,0.0001
7,0.243739,0.286905,0.0001
8,0.238322,0.289902,0.0001
9,0.231174,0.286011,0.0001
10,0.221804,0.292009,0.0001
11,0.210792,0.314851,0.0001
12,0.198538,0.323294,0.0001
13,0.185595,0.334943,0.0001
14,0.176245,0.357898,0.0001
15,0.168158,0.364753,5e-05
