epoch,train_loss,val_loss,lr
1,0.217165,0.236796,0.0001
2,0.207109,0.231894,0.0001
3,0.204437,0.230333,0.0001
4,0.201725,0.22021,0.0001
5,0.198517,0.219613,0.0001
