epoch,train_loss,val_loss,lr
1,5.565243,5.547934,2e-05
2,5.550024,5.548433,2e-05
3,5.549398,5.54864,2e-05
4,5.549327,5.548746,2e-05
5,5.5492,5.548834,2e-05
