epoch,train_loss,val_loss,lr
1,0.255524,0.366772,0.0001
2,0.25411,0.356314,0.0001
3,0.252569,0.325348,0.0001
4,0.249456,0.317508,0.0001
5,0.24239,0.291087,0.0001
6,0.234655,0.280024,0.0001
7,0.224019,0.276629,0.0001
8,0.209729,0.283826,0.0001
9,0.195836,0.300021,0.0001
10,0.183312,0.30456,0.0001
11,0.175815,0.32016,0.0001
12,0.166883,0.348255,0.0001
13,0.161242,0.332948,5e-05
14,0.140652,0.372711,5e-05
15,0.129557,0.41606,5e-05
