epoch,train_loss,val_loss,lr
1,0.223862,0.231066,0.0001
2,0.189849,0.204011,0.0001
3,0.179107,0.205903,0.0001
4,0.175189,0.209119,0.0001
5,0.167146,0.210727,0.0001
6,0.165443,0.214466,0.0001
7,0.159801,0.212385,0.0001
8,0.154682,0.223068,5e-05
9,0.14302,0.21212,5e-05
10,0.144427,0.211974,5e-05
11,0.141078,0.211438,5e-05
12,0.135144,0.211363,5e-05
13,0.135764,0.230288,5e-05
14,0.126144,0.209701,2.5e-05
15,0.118841,0.213277,2.5e-05
